,sender,date,message,links
102,547151994,2023-02-28 01:16:03+00:00,"Всем привет! Я Влад. Переехал из Минска 6 лет назад. Жил 4 года в СФ и работал в стартапах. Сейчас я живу в ЛА, занимаюсь видео продакшн бизнесом и в это же время делаю свой SaaS проект, который автоматизирует B2B Продажи при помощи нейронных сетей. 

Работаю с openAI & GPT-3 уже 2 года, так что если есть вопросы - задавайте. 

Увлечения:
- Дроны 
- Фотография и видео съемка 
- Мотоциклы 
- Нейронные сети 

Буду рад найти здесь единомышленников 🙂",[]
103,119536009,2023-02-28 04:39:36+00:00,Жалко ты не Долине.,[]
104,511441046,2023-02-28 21:36:30+00:00,"Всем привет! Я только пару месяцев назад переехала в США и очень рада попасть на такое мероприятие! Жду 4 марта с нетерпением 🤩 Изучаю ваши анкеты, все такие интересные, уже нашла много людей с которыми оооочень хочу пообщаться!

Я учусь на гейм дизайнера, поэтому на мероприятии я бы хотела познакомиться с людьми из игровой индустрии и обсудить тренды и проблемы в играх и в том числе использование chat GPT и Midjourney! 

Кстати говоря игра, над которой я сейчас работаю это шахматы, но RPG - у каждой фигуры есть характер, способности и личность, а каждый король играет в разном стиле - стараясь выиграть любой ценой или же наоборот сохранить своих солдат. Но самое крутое - это способности: представьте себе пешку, которая может ходить назад или королеву с двумя жизнями! Я заметила что в этом чате очень много любителей шахмат, так что интересно было бы послушать ваше мнение и взять ваши контакты для плейтестинга! 

В целом ооочень рада, что я иду на это мероприятие, потому что я студент и только начинаю свою карьеру и послушать мнение людей с опытом - это бесценная возможность для меня!

Super excited to see everyone on GPT-Party!",[]
105,625935240,2023-03-01 03:34:59+00:00,"Всем привет ! 
Меня зовут Виктор, я из Сакраменто, 
Amazon KDP Kindle seller (книги ).  Используем AI в написании книг . 
Открыт ко всем контактам и общению , особенно с теми кто связан с e-commerce) до встречи!",[]
106,1319382701,2023-03-01 05:20:19+00:00,"Здравствуйте Дария,
Мы работаем в похожем направлении. Буду рад пообщаться.",[]
107,922602859,2023-03-01 07:57:13+00:00,"ChatGPT посоветовал мне такой первый пост. Сначала мне показалось, что слишком выпендрёж, но спустя 100  лайков в ФБ, похоже AI работает лучше, чем я и моя скромность.",[]
108,454730748,2023-03-01 16:19:47+00:00,"Всем привет. 👋

Я - Владимир (Vlad). Живу в Irvine. 11 месяцев назад приехал в США из Украины. 

Веду три направления: 

 1. Маркетинг Директор
Продаю Майкрософт в США. Компетенции E-commerce, BI, Google Ads, Microsoft Ads, SEO, CRM. 


2. Стартапер
Система BI дашбордов для e-commerce. Протестировано на миллионах долларах маркетинговых бюджетов. 

Объединяем данные из разных систем в удобные дашборды с дальнейшей кросфильтрацией. 

Улучшаем анализ, повышаем эффективность маркетинга, отслеживаем SEO позиции, удовлетворенность клиентов, повторных покупателей. 

Целевая: Ecom, CMO, маркетинг команды, специалисты. 

Сайт: birocks.com 


3. Помогаю дарить эмоции
Моя компания представляет в Америке немецкий бренд Tassen.

Tassen - это кружки, пиалы, вазы с эмоциями из Германии. 

Wow подарок для любимой половинки, детей, друзей и бизнес партнеров.

Сайт:  7Carts.com

———-

Буду рад знакомству. Очень интересная компания собирается 🚀","['birocks.com', '7Carts.com']"
109,222097319,2023-03-01 17:33:28+00:00,🙋,[]
110,5379260901,2023-03-01 20:07:20+00:00,полностью согласен =) и до заменителя еще очень далеко =),[]
111,137302901,2023-03-01 20:40:24+00:00,"Да, давненько, рад буду пообщаться!",[]
112,345328471,2023-03-01 21:16:11+00:00,"Привет! Нам нужно пообщаться в личке. С установкой не помогу, но если ты занимаешься окнами, можем быть друг другу полезны 🤝",[]
113,380001286,2023-03-01 21:25:28+00:00,Ищем человека который грамотно умеет прагромировать на ATMEL. Надо код из Ардуино на Атмел перенести и пару поправок сделать,[]
114,5246862085,2023-03-01 23:05:09+00:00,"Приветствую всех! Столько талантливых и интересных людей здесь с удовольствием по приветствую вас всех в живую в субботу. Меня зовут Татьяна, я родилась в Сибири , г.Новосибирск, жила в Германии какое-то время и уже с 2002 живу в Сан Франциско/ Саусалито. Работаю персональным ассистентом на частного инвестора и начинающий UX   Дизайнер . В свободное время наслаждаюсь прогулками по живописной местности , парусным спортом и pickleball , а также занимаюсь флористикой для частных праздничных мероприятий.
Всем удачи и до встречи🫶🏻🙌🏻",['г.Новосибирск']
115,1721389892,2023-03-01 23:11:45+00:00,"Технологии айфона тоже все существовали до выпуска айфона, но именно конечный качественно упакованный продукт взорвал рынок.",[]
116,330659985,2023-03-01 23:29:08+00:00,"Всем привет!
Непросто писать представление после 200+ просто невероятных историй успеха, карьеры, реализации 💥💫

Меня зовут Лиза, сейчас работаю в Google, занимаюсь планированием серверов для дата центров (supply chain). Весь мой профессиональный опыт - в области планирования цепей поставок (13+ лет demand/supply planning), первые 10 лет в  food industry, и потом попала в tech и Калифорнию.

Как кто-то уже писал выше, главным достижением считаю свой жизненный путь, из Челябинска в Силиконовую Долину.
Все начиналось с больших и смелых мечт, а самыми продуктивными и насыщенными событиями годами были мои 26-30 лет, когда за 4 года я родила двух детей, иммигрировала в США (сначала в Чикаго), потом поехала учиться в MIT (Кембридж), закончила там магистратуру, и уже оттуда в Гугл (офис Саннивейл).

В 30 лет я оказалась в Калифорнии, с одним из лучших образований за плечами, прекрасной работой и... была абсолютно несчастной, с развалившимся браком.

Так начался мой путь личностного роста и узнавания себя. Тонны книг, подкастов, работа с коучами, в практику вошли медитации и другие инструменты. Тогда же увлеклась личными финансами, психологией финансов. 3,5 года спустя ощущаю себя гораздо более цельным и счастливым человеком, верю что все ответы у нас внутри и нет ничего невозможного в жизни, готова делиться своим мироощущением с другими, и вдохновляться и заряжаться от этого мощного сообщества.

Мне безумно интересно читать кто чем занимается и про всевозможные успехи, но в первую очередь мне ценно встретить людей которые стоят за всеми этими достижениями 💫
Буду рада новым знакомствам!",['и...']
117,470925719,2023-03-02 01:30:57+00:00,"Всем привет! Какая активная группа людей тут собралась, очень приятно это видеть. 

Руслан, спасибо большое, что устраиваешь такие ивенты с командой🙏

Меня зовут Кирилл Островский, 9 лет в Бей Эрии. Вырос в Челябинске. Архитектор по образованию (который дома рисует).

В России была компания по строительству домов из клеевого бруса. 

Здесь я первые 5 лет плавал в корпоративной среде, строили здания для Apple, 23 and Me, SoFi, стадионы разные, в общем корпоративные объекты. 

Потом был интересный проект в Сингапуре с братом основателя SoftBank. Очень интересный товарищ, многому научил. То что называется humble, при всех своих историях и миллиардах. 

Во время ковида начал компанию wllmade.com по производству и строительству небольших офисов на заднем дворе как продукт, сейчас добавляем еще продуктов. 

Иногда еще делаю осьминогов больших для burning man, сердца металлические для вечеринок в цеху и тд, не могу ничего с этим поделать. 

Буду раз познакомится ближе с вами в субботу!",['wllmade.com']
118,629928611,2023-03-02 02:25:46+00:00,"Всем привет! Рад познакомиться со всеми. 
Меня зовут Ник Сахно, я фаундер компании Robots X, которая специализируется на создании роботов для приготовления напитков и еды.
Я живу в США с 2019 года. В первый год я жил в Бостоне, где был в качестве резидента лаборатории Massrobotics. В это время я занимался программированием роботов и разработкой первой версии продукта.
До этого я работал оператором питания и принимал участие в производстве оборудования для общепита, работая в Китае.
В 2020 году я переехал из Бостона в Сан-Франциско, где собрал команду, привлек pre-seed раунд, разработал бета-версию продукта, запустил пилотные проекты и заключил контракты с клиентами. Наши клиенты - это интрерпрайз компании, такие как Shell и QSR бренды.
В настоящее время мы проходим программу в Alchemist Accelerator и готовимся к демо-дню, который состоится в мае.
В свободное время я занимаюсь изучением нового. Например, на рождественские праздники я сделал Chrome Extension с интеграцией Gpt chat и gmail, который автоматически отвечает на имейлы. Также интресуюсь космосом, прыгал с парашютом и управлением ultralite aircraft (для которого не требуется лицензия).

https://www.linkedin.com/in/mik-sakhno",['https://www.linkedin.com/in/mik-sakhno']
119,223621244,2023-03-02 02:47:02+00:00,"Всем привет!☺️

Меня зовут Ксения Смолевская, в Калифорнии мы с семьей on and of в общей сложности 9 лет. Сейчас живем рядом с Sand Hill Road. 

Исследователь и энтузиаст в области метавселенных и децентрализации. Филолог по первому образованию. Интересует все, что касается темы искусства, развлечения и творчества в будущем и как это преобразовывается в мире, где уже есть чат GPT)

В текущем проекте, в котором я участвую в роли co-founder, мы помогаем известным реп-исполнителям и брендам одежды колонизировать существующие метавселенные. Ведем переговоры и уже разработали концепции для T.I, Lil Wayne,  DaBaby, Shein. 

Жду возможности познакомиться со всеми, до встречи!👋🏻",['T.I']
120,173099731,2023-03-02 03:30:21+00:00,"Всем привет. Я недавно переехал в Долину. До переезда в Штаты:

Продал Вебвизор Яндексу. Чтобы в Яндекс.Метрике появились карты кликов (наблюдение за поведением пользователей на сайтах). 

Обучил больше всех русскоговорящих трекеров. Чтобы случился бум акселераторов в СНГ. 

Успел отучиться в Стэнфорде венчурному бизнесу. Инвестировал в 20+ стартапов. Привлёк инвестиции 100+ компаниям. 

Сейчас поднимаем с партнёром фонд на 50 млн 
http://B2smB.vc

Буду рад увидеться в живую и познакомиться в субботу.","['Яндекс.Метрике', 'http://B2smB.vc']"
121,123999580,2023-03-02 03:34:09+00:00,"Друзья, приветствую!

Меня зовут Геворк. 

Я специализируюсь на применении plant medicine 🍄 и нутрициологии, а также организовываю wellness-ретриты. 

Эти инструменты помогают людям улучшить ментальное и физическое здоровье, поднять личностный перформанс во всех сферах жизни, а также исследовать себя и окружающий мир.

С большим уважением отношусь к комьюнити, которое развивают Руслан с Алиной, и буду рад быть полезным его участникам. 

Для того, чтобы отвлечься от стремительной жизни города, обогатить свой опыт путешествий, а также внедрить в свою рутину инструменты для улучшения качества жизни, я с командой организовываю wellness-ретрит, который состоится с 30 марта по 2 апреля на частной живописной территории у подножья горы Шаста.

В программу включены:
• Проживание у подножья горы;
• Персональный тур в пещеры на озере Шаста;
• Классы Kemetic-йоги;
• Лекция по Plant Medicine 🍄 и хайк по живописному маршруту;
• Воркшоп с психологом; 
• Вкусная и полезная еда;
• DJ сеты и Silent Disco 

Все детали программы и условия размещения 👇🏻
https://drive.google.com/file/d/1IKgoM1WbS4EAgIfOVLOkoBT8yHzSaiMB

При бронировании до 15-го марта, упомяните, что вы участник GPT event и получите скидку 15%.

Буду рад ответить на ваши вопросы!",['https://drive.google.com/file/d/1IKgoM1WbS4EAgIfOVLOkoBT8yHzSaiMB']
122,725119669,2023-03-02 04:44:05+00:00,"Всем привет 🤗
Yulia Koroleva
Co-Founder/CEO @royalbasketballschool

Чемпионка Кубка Мира🏀
Основатель RoyalBasketballSchool.com  для детей 4-14 лет. С целью сделать каждого ребёнка активным через занимательные игры в баскетбол. Сегодня в 5ти локациях LA тренируются более 400 юных спортсменов…
Стратегия следующих 3х лет это масштабирование на 10 Штатов и совершенствование онлайн тренировок и игр через VR…
💫 С удовольствием поделюсь опытом автоматизации бизнес процессов. Выстраивания отношений с персоналом как с клиентом. Формировании культуры компании и командного духа 😉

https://instagram.com/yulia.i.koroleva?igshid=YmMyMTA2M2Y=

https://www.linkedin.com/in/yulia-koroleva-186b0541

До встречи 🚀🙌💗","['RoyalBasketballSchool.com', 'https://instagram.com/yulia.i.koroleva?igshid=YmMyMTA2M2Y=', 'https://www.linkedin.com/in/yulia-koroleva-186b0541']"
123,264045611,2023-03-02 04:46:43+00:00,"Привет ребята, меня зовут Юля. Я переехала в Калифорнию из Нью Йорка несколько месяцев назад. В Америке с 2005 года. Профессионально о себе: мат-мех/разраб/ML/TPM/15 лет в одной компании. Рада встречать новых людей, учиться новому, делиться опытом. До скорого!     

https://www.linkedin.com/in/julia-vasan-97214b256",['https://www.linkedin.com/in/julia-vasan-97214b256']
124,216022407,2023-03-02 06:18:46+00:00,"Всем привет! Меня зовут Алексей, родом из Нижнего Новгорода, в Калифорнии с 2016 года – 6 лет в Сакраменто, с прошлого года в Сан-Франциско. Senior Product Manager в Amazon Web Services – сейчас работаю над новым проектом с использованием generative AI – готов поговорить о том, что могут и чего не могут large language models 😊До этого 11 лет работал в Intel. Вне работы преподаю product management в Product School и помогаю другим PM’ам как ментор на Plato. В свободное время бегаю марафоны.

На мероприятии в субботу хотел бы познакомиться с интересными людьми, готов поработать с интересными стартапами как ментор/advisor. Смело стучитесь в LinkedIn https://www.linkedin.com/in/sergeev-alexey/ или здесь в телеграме.

P.S. Кому интересно, присоединяйтесь к нашему беговому клубу (по большей части, русскоязычному) - https://t.me/foundersrc, https://instagram.com/foundersrc - бегаем по субботам в Сан-Франциско.

P.P.S. в детстве активно занимался шахматами и почти выполнил норму КМС, но у меня появился первый компьютер и шахматы стали не так интересны 😊Давно без практики, но с удовольствием сыграю несколько партеек в блиц или в шведки, если есть любители.","['https://www.linkedin.com/in/sergeev-alexey/', 'P.S.', 'https://t.me/foundersrc', 'https://instagram.com/foundersrc', 'P.P.S.']"
125,792939029,2023-03-02 06:26:39+00:00,"Привет всем! Меня зовут Владимир и я из мира медицины. 
Врач уролог - андролог, с опытом работы в клинике искусственного оплодотворения, а так же автор лекций по мужскому бесплодию для врачей гинекологов в рамках повышения квалификации.

Моя цель почти святая 😇 - я хочу чтобы рождалось больше здоровых детей, а так же помогать парам с бесплодием. Хочу сделать продукт по диагностике и улучшению фертильных показателей. 

Живу в Сан-Хосе. Успел освоить QA профессию и поработать в активно растущем стартапе, который был благополучно продан за $1 млрд.
Есть техническое понимание IT процессов.

Полистал Google таблицу, вижу что есть коллеги по цеху. Надеюсь познакомиться со всеми кому интересна медицина и просто с хорошими людьми.

Если для кого-то актуальна моя компетенция и нужна помощь - пишите в телеграмм или FB 

https://www.facebook.com/vladimir.kotlov

До встречи!",['https://www.facebook.com/vladimir.kotlov']
126,980918176,2023-03-02 15:21:19+00:00,"Всем большой привет, спасибо Алина/ Эльнур / @ay_shaman за приглашение 

Я Данил (Даня) - мне 39, я предприниматель, отец, burner, душа компании 😉 кто очень любит баню и иногда ходит на «разные» вечеринки 😎 Живу в Америке уже 35 лет, так что сразу приношу свои извинения за возможные грамматические ошибки…

По образованию я политолог и теолог. Также имею магистратуру в Политологии. После учебы работал в фонде прямых инвестиций бывшего Президента Мирового Банка. Далее работал в консалтинге в Вашингтоне. 
В 2010 переехал в Москву где работал на финансовом рынке - занимался облигациями как руководитель отдела международных продаж. После, создал несколько бизнесов, в том числе агентство по коммерческой недвижимостью. 

Последние несколько лет являюсь тех-фаундер и занимаюсь созданием мобильного приложения, которое благодаря систему «вопросов и ответов», разработанных совместно с семейными психологами. позволяет родителям раскрыть, сохранить и передать свои знания и воспоминания детям, и детям лучше понять своих родителей и семенные историй. Миссия этого проект это создать ориентированную на семью альтернативу токсичным социальным сетям, которая укрепляет, а не разрушает семейные узы и традиции. Поднял (пока) около $1.2м от 20 ангелов и одного фонда
 
Параллельно являюсь Руководителем стратегического партнёрства в компании OCSiAl - самого крупного производителя углеродных нанотрубок. Помогаю им выйти на такие компании, как Tesla, SpaceX. Также занимаюсь привлечением инвесторов. 

Люблю музыку, саморазвитие, психологию, создание продуктов, копирайтинг, дизайн и брендинг. Люблю глубокие небанальные беседы и красивая, умиротворяющая природа. Больше всего люблю своего сына и делаю все что могу чтобы быть для него не только примером а настоящим другом, вместе с которым он познаёт мир.

Я вырос в Нью-Йорке, жил в СФ, ЛА, сейчас базируюсь в Остине. Буду рад поделиться своим личным и профессиональным опытом. 

https://www.linkedin.com/in/danfeltsman/

https://www.instagram.com/danielfeltsman/

❤️","['1.2м', 'https://www.linkedin.com/in/danfeltsman/', 'https://www.instagram.com/danielfeltsman/']"
127,1300575141,2023-03-02 16:47:55+00:00,"Всем привет!
Меня зовут Ирина Котлова. 
Health coach, врач-эндокринолог. 

В России создала оффлайн Школу Здоровья, основное направление - снижение веса/сахарная зависимость.  

Через доступное объяснение физиологии нашего организма, мои пациенты достигают поставленных целей в 94% (без диет и спорта). Хочу узнать больше о Chat GPT, возможностях замены кураторов и масштабировании. 

Увлекаюсь детской нейропсихологией, практикую медитации, люблю йогу. 

Буду рада новым знакомствам!:)",[]
128,393579357,2023-03-02 17:40:12+00:00,"всем привет! я Марта,
дизайнер обучающих программ, гипнокоуч.

только что ушла из Google, работаю в авиации (UAS focus).

предлагаю консультации по упаковке вашей экспертизы в онлайн курсы, а также трансформационный коучинг для решения глубинных проблем и блоков в достижении целей. 

хочу придумать как использовать Chat GPT в качестве ассистента, возможно больше автоматизировать и интегрировать его в мои процессы.

буду рада новым знакомствам! ☀️

а также ищу людей, которые горят саморазвитием и хотят продвигать его в массы. хочу создать бизнес в этой сфере: ритриты, курсы, ивенты и т.п. 
идей полно, для исполнения нужна командная работа, софт бизнес навыки очень приветствуются! пишите в лс и добавляйтесь в LinkedIn :)

https://www.linkedin.com/in/mgubanova","['т.п.', 'https://www.linkedin.com/in/mgubanova']"
129,134989831,2023-03-02 19:54:36+00:00,"Привет, меня зовут Яна Царева. Я Senior Product Manager в Amazon AWS, сейчас работаю над браузером Silk, персонализацией и таргетированием поиска, где AI играет большую роль. С удовольствием готова поговорить про то, что нового нас ждёт в браузинге с развитием АI. 
Сейчас живу в Сан Франциско, в Калифорнию переехала из Нижнего Новгорода в 2017 году. Активно занимаюсь бегом (привет от Founders running club ), люблю создавать коктейли и коллекционирую сахарные пакеты. Рада новым знакомствам (http://linkedin.com/in/yana-tsareva)",['http://linkedin.com/in/yana-tsareva']
130,5433767932,2023-03-02 19:58:51+00:00,"Приветствую!
Так уже заполнили, а как снова войти?😳",[]
131,68849741,2023-03-02 21:53:56+00:00,"@ay_shaman спасибо за тёплое интро ледяного купания! На пати я могу быть полезен по двум основным темам: AI/MLOps в бизнесе и акселерация работы мозга. Увидел в чате много технических вопросов о больших языковых моделях и вообще foundational models, с удовольствием отвечу на вопросы работы с трансформерами, построении правильного цикла разработки и внедрения на каждом этапе от data management до model deployment, и самое важное помогу понять экономическую целесообразность использования AI в бизнес приложениях. Мы вместе с десятками разработчиков MLOps основали AI InfrastructureAlliance специально чтобы разработать канонический стак для машинного обучения. Это сотни инструментов, позволяющих построить настоящие фабрики искусственного интеллекта. Знаете ли вы, например, что средний ввод и вывод ChatGPT обходится порядка $0.04, а использование API ChatGPT в 10 раз меньше? Знаете ли вы, что применение всего трех правил в построении промтов в ChatGPT может сократить затраты в 5-7 раз? Постараюсь на пати рассказать и показать как правильно и эффективно работать с кремниевыми и белковыми мозгами.",['0.04']
132,243965961,2023-03-02 22:27:24+00:00,"Ахах, напомнило этот мем",[]
133,1481667303,2023-03-03 01:29:35+00:00,"Всем привет, ребята!
Пора знакомиться (опомнилась благо до старта 🚀)! 

Я - Елена, живу в США с 2019 года.
Мой деловой путь проходил через материю: финансовый сектор, брендинговое агентство, производство, продажи, строительство, ритейл, ВЭД и т.д. Фанатична в работе для больших целей. Управленец с МВА. Последний проект 3.5 года, был связан с реализацией стратегии вывода и официального присутствия на рынках США и Канады продуктов питания крупнейших российских производителей, но проект был приостановлен в связи с 🇺🇦🇷🇺

В данный момент в приоритете моих интересов стоит бизнес коучинг, его методы перенимаю у международной коучинговой компании, владелец которой проработал СЕО в нескольких корпорациях из FORTUNE 500 и щедро делится знанием внутренних процессов корпораций и способами их наладить для Х финансовых результатов. 

Бизнес интересы: инвестиции, здоровье и велнес, производство, в том числе эко продуктов, детское образование, я открыта к любым проектам со смыслом, ценностью и пользой для мира людей. 

Хобби: наука, медицина, образование, технологии, все знания с приставкой нейро - и психо- , эпигенетика и много чего ещё. Сканирую весь мир, кругозор приближая к 360 градусам, люблю лёгкость, интеллект, скорость принятия решений и юмор. Космически далека от IT стартапов. 

Полна энергии и любви к жизни, делюсь ими щедро с людьми вокруг❤️
 Нахожусь в процессе познания себя и человеческих возможностей. 
Кто мы есть- мы все с вами знаем, а вот кем мы ещё можем быть- интересный вопрос. 

Жду новых знакомств! Общения! Друзей! Коллабораций! 
Всех обнимаю и до встречи!
_________________________________
Я : как пройдёт мероприятие? 

ChatGPT : ивент на 312+ человек пройдёт просто бомбически, создадутся новые партнерства и деловая среда для будущих свершений в масштабах планеты.

Я : Ееее!!!!!! Тогда я точно еду!!!
🚗💨💨💨🚓🚓🚓🚓🚓

GPT (genius party time) 
Время настало 💃📈🧠🕺

Дайте огня! Кто, если не мы, сможет совершить невероятное? 🔥","['т.д.', '3.5']"
134,887709526,2023-03-03 03:47:13+00:00,"За прошедший год, мне отец это цитировал раза 2-3 в наших задушевных беседах 😀",[]
135,992723730,2023-03-03 03:48:35+00:00,"Всем привет! Меня зовут Анна Степченко. В Америке 12 лет. Я являюсь broker/owner компании по недвижимости Star Alliance Realty в Майами, а также агентом по недвижимости в Кремниевой Долине. Помимо этого консультирую по системе Дизайн Человека (Human Design). Буду рада новым интересным знакомствам! 😊 Мой IG https://instagram.com/anna_stepchenko_miami?igshid=NTdlMDg3MTY=
Мой real estate website: http:// www.AnnaStepchenko.com/
Моя статья о Дизайне Человека: https://chicmiamimag.com/anna-stepchenko-human-design-practitioner/","['https://instagram.com/anna_stepchenko_miami?igshid=NTdlMDg3MTY=', 'www.AnnaStepchenko.com/', 'https://chicmiamimag.com/anna-stepchenko-human-design-practitioner/']"
136,236738698,2023-03-03 04:39:24+00:00,Соглашусь. Душевный бар,[]
137,650523655,2023-03-03 05:01:34+00:00,"Всем привет! Алена. Работала как fraud investigator в мобильной связи в Украине, затем fraud investigator в мобильной связи в Канаде и fraud investigator в компании Google в Кремниевой Долине. Защитила кандидатскую по экономико-математическому моделированию в Украине и получила MBA в США, с направленностью на стартапы.  Во время учебы начала создавать свой стартап: вендорные машины здорового питания, и успела привлечь angel investigator , но так сложились обстоятельства, что пришлось эту идею оставить.
В Америке уже 7 лет.
Буду Рада знакомству с новыми интересными людьми, а также хочется узнать, как ChatGPT мне может помочь вo fraud investigation.",[]
138,240181833,2023-03-03 05:20:18+00:00,"Всем привет! 

Читаю сообщения в чате и радуюсь тому какая мощная тусовка собирается🔥🔥🔥

Обо мне:
Меня зовут Никита Литвинов. Моя сфера деятельности лежит на стыке Sustainability и Data Science. Forbes 30u30'22 Russia в номинации Социальные практики.

В общем, если интересуют темы ESG, Sustainability, изменением климата и CleanTech, GreenTech и все что с этим связано, то это ко мне)

+ Обожаю путешествовать и вкусно поесть😋
+ Любил медитировать, но сейчас ищу новые для себя практики.
+ Хочу однажды получить лицензию на управление яхтой🛥. 
+ Сейчас хочу научиться серфингу🏄‍♂️ и фридайвингу🤿, делаю в этом первые шаги.
+ Исследую новые для себя ниши для развития и буду рад познакомиться с людьми не из своей зоны компетенций)

О моем опыте предпринимателя:
1) Основатель консалтинговой агентства в области экологии и устойчивого развития ""Простое дело"". Помогаем крупным компаниям (Bonduelle, Yandex, Leroy Merlin и др) становиться экологичнее не только на словах, но и на практике. 

2) Сейчас в Калифорнии занимаюсь развитием стартапа YOLCA по автоматизации оценки экологического воздействия компаний на окружающую среду (углеродный след и не только). В прошлом году сделали пилот с глобальной инициативой, результат которого был представлен на WEF.

Для стартапа интересует возможность создания ассистента на база ИИ для малого бизнеса, чтобы помогать им эффективно и не дорого становить экологичнее с помощью индивидуальных рекомендаций.

Чем могу быть полезен комьюнити:

Я могу поделиться своей экспертизой в создании бизнеса в США, привлечении инвестиций, B2B продажах для крупных компаний на примере своей сферы деятельности.

Очень буду рад знакомству и общению!",[]
139,1355983720,2023-03-03 05:33:32+00:00,"Вечер добрый! Меня зовут Татьяна, родилась в Беларуси, в Америке 24 года. Работала в HR в различных организациях, последняя была 12 лет в Эсален Институте HR директором. Год назад взяла весь этот опыт профессионального и личного роста, плюс коучинг учеба несколько лет назад и открыла свою Executive & Leadership Coaching бизнес. Очень люблю работать с лидерами и командами помогая им выйти на новый уровень, отлаженно коммуницировать и мотивация чтобы вдохновляла и все получали искреннюю радость от работы, а не тоску:) Если смогу кому то помочь, то буду очень рада знакомству. И вообще если поговорить о перестройки мышления, мотивации и жизни в радость, то я с удовольствием пообщаюсь😊 Я увлекаюсь аргентинским танго, красотой вокруг и в людях💃 
Буду рада знакомствам. 
https://instagram.com/sanikovichtatyana?igshid=YmMyMTA2M2Y=

https://www.linkedin.com/mwlite/in/tatyana-sanikovich-b282b11b","['https://instagram.com/sanikovichtatyana?igshid=YmMyMTA2M2Y=', 'https://www.linkedin.com/mwlite/in/tatyana-sanikovich-b282b11b']"
140,2112841641,2023-03-03 06:08:53+00:00,"Привет всем!
Меня зовут Лена Цуканова. Занималась AI в Москве тогда когда об этом мало кто слышал, или думали что это почти утопия. 
В Калифорнии работала программистом и  engineering manager. В 2004 году начала строить дома в Долине. Очень увлекательное дело! Сейчас помогаю людям приобрести дом их мечты или построить.
Буду рада встречи с новыми интересными людьми.",[]
